1,2,12/15/08 12:28
1,4,12/15/08 12:28
1,17896,12/15/08 12:28
1,21523,12/15/08 12:28
1,29121,12/15/08 12:28
1,46833,12/15/08 12:28
1,57004,12/15/08 12:28
1,59446,8/21/12 10:26
1,89393,8/23/10 23:53
1,99896,5/3/13 4:18
1,109128,1/16/12 10:25
1,159000,1/22/09 12:01
1,237203,7/2/12 16:31
1,237204,10/5/10 17:39
1,237205,12/13/11 14:58
1,262813,8/27/09 16:10
1,538005,9/28/10 17:07
1,561361,8/21/12 10:30
1,594693,7/4/12 5:28
1,612393,10/5/10 5:47
1,1083801,2/22/11 8:38
1,1459189,12/5/11 9:33
1,1579659,12/3/12 10:33
1,11439078,2/3/16 15:57
2,1,12/15/08 12:28
2,4,4/28/08 17:25
2,6,2/5/10 6:35
2,7,9/30/08 0:05
2,12,5/24/09 15:29
2,13,8/8/13 19:34
2,150,4/4/12 19:32
2,269,7/9/08 12:31
2,302,4/16/12 7:13
2,307,12/22/08 10:19
2,348,3/22/08 0:37
2,391,3/22/08 0:37
2,392,6/13/12 5:05
2,485,10/31/13 21:32
2,1561,5/26/08 20:54
2,1567,2/28/12 8:22
2,1655,3/23/09 18:19
2,2094,5/26/08 3:17
2,2114,2/21/09 14:21
2,2491,9/30/13 21:43
2,2624,6/12/10 22:49
2,2695,12/10/09 9:30
2,2711,5/15/08 13:49
2,2720,3/13/09 3:49
2,2723,10/22/08 16:56
2,2823,5/18/08 3:00
2,2830,8/25/09 19:05
2,2879,11/15/09 18:19
2,2935,3/22/08 0:37
2,3062,5/23/12 0:34
2,3851,9/11/09 1:34
2,3909,5/1/08 1:59
2,3920,6/9/09 12:05
2,4348,3/22/08 0:37
2,4532,3/22/08 0:37
2,4560,8/7/08 10:12
2,6003,9/21/08 23:43
2,6044,12/10/08 12:56
2,6093,7/9/08 8:52
2,6189,3/22/08 0:37
2,6218,3/17/11 9:26
2,6321,1/25/11 17:44
2,6616,4/4/08 11:57
2,6805,12/14/08 20:17
2,6985,3/22/08 0:37
2,6995,8/22/12 21:39
2,7264,3/2/12 20:47
2,7546,3/22/08 0:37
2,7592,3/22/08 0:37
2,7714,6/8/08 3:01
2,7837,3/16/09 9:23
2,7852,3/25/09 11:27
2,7872,6/2/08 10:20
2,7931,8/14/09 10:10
2,8075,12/24/11 19:21
2,8097,5/3/08 18:29
2,8134,6/2/10 5:48
2,8634,3/22/08 0:37
2,9273,3/22/08 0:37
2,9285,6/17/08 16:47
2,9642,11/20/08 18:01
2,9918,3/22/08 0:37
2,11149,3/22/08 0:37
2,11957,3/22/08 0:37
2,11973,3/11/09 6:23
2,12035,1/16/09 9:29
2,12630,5/16/10 10:55
2,13267,2/24/09 15:08
2,13331,9/6/12 9:22
2,13371,10/28/10 19:51
2,13440,3/25/08 16:48
2,13823,4/6/12 21:23
2,13840,2/25/11 1:20
2,14016,4/14/08 23:37
2,14284,3/22/08 0:37
2,15557,11/28/08 22:01
2,15739,9/8/09 17:25
2,15750,3/25/08 23:07
2,17638,4/11/09 9:09
2,17711,11/12/08 3:55
2,17745,11/9/08 17:16
2,17759,4/13/12 9:45
2,17775,3/22/08 0:37
2,17819,4/30/08 1:02
2,18018,9/28/09 20:39
2,18153,12/15/08 7:58
2,18382,7/8/08 17:17
2,18432,5/11/09 13:15
2,18629,7/27/08 10:57
2,19349,4/6/08 9:44
2,19538,8/30/09 5:39
2,20448,12/16/08 8:12
2,20628,3/22/08 0:37
2,20640,3/22/08 0:37
2,20812,5/18/12 18:41
2,20838,11/12/12 13:26
2,21410,3/22/08 0:37
2,22925,3/22/08 0:37
2,22956,8/3/12 5:36
2,23393,8/28/08 22:41
2,24553,3/22/08 0:37
2,25012,8/10/11 13:07
2,26046,4/9/08 18:08
2,27262,10/21/09 13:48
2,27289,5/1/08 0:30
2,29121,3/22/08 0:37
2,29572,1/7/10 13:11
2,29988,7/11/12 6:33
2,30077,1/22/09 18:33
2,30469,12/31/09 9:48
2,30490,3/2/09 18:55
2,31589,5/15/13 20:16
2,31909,3/22/08 0:37
2,32093,8/19/09 16:27
2,32891,4/2/08 16:23
2,34550,3/27/08 6:52
2,34553,6/5/08 7:41
2,34575,3/22/08 0:37
2,34584,5/5/08 23:49
2,34597,3/22/08 0:37
2,34735,4/11/08 16:06
2,35577,4/7/12 22:21
2,36199,2/8/13 8:38
2,36219,7/23/08 19:21
2,36371,1/24/09 23:51
2,37755,12/31/08 11:37
2,38076,3/22/08 0:37
2,38227,3/30/09 20:18
