id,login,company,created_at,type,fake,deleted,long,lat,country_code,state,city,location
349,virgild,\N,3/4/08 16:46,USR,0,0,0,0,\N,\N,\N,Canada
350,pius,Ether,2/18/08 16:00,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,"San Francisco, CA"
351,dimitrisli,\N,6/20/10 16:10,USR,0,0,8.541694,47.3768866,ch,Zürich District,Zürich,"Zurich, Switzerland"
352,stephencelis,#NAME?,2/22/08 21:26,USR,0,0,-73.9441579,40.6781784,us,Kings County,\N,Brooklyn
353,yiningzhao,\N,9/11/10 20:29,USR,0,0,0,0,\N,\N,\N,\N
354,brandono,\N,8/13/10 18:04,USR,0,0,0,0,\N,\N,\N,\N
355,christkv,10Gen.com,4/7/08 9:38,USR,0,0,2.1734035,41.3850639,es,Barcelona,Barcelona,"Barcelona, Spain"
356,vitohuang,\N,2/14/09 13:05,USR,0,0,0,0,\N,\N,\N,"Bath, UK"
357,malditogeek,Freelance,6/23/08 17:47,USR,0,0,-0.137163,50.82253,gb,The City of Brighton and Hove,Brighton,"Brighton, UK"
358,gowthaman-basuvaraj,\N,8/20/09 4:46,USR,0,0,77.5945627,12.9715987,in,Bangalore Urban,Bengaluru,"Bangalore, India"
359,imtapps,\N,6/13/11 16:32,ORG,0,0,0,0,\N,\N,\N,\N
360,asmorkalov,Intel,11/12/12 18:12,USR,0,0,0,0,\N,\N,\N,\N
361,devjones,\N,7/13/10 14:12,USR,0,0,0,0,\N,\N,\N,\N
363,FR6,\N,5/25/10 12:20,USR,0,0,0,0,\N,\N,\N,\N
364,fmu,\N,8/25/08 7:54,USR,0,0,0,0,\N,\N,\N,SF & Munich
365,jet47,Intel,5/22/12 15:20,USR,0,0,43.936059,56.2965039,ru,Gorod Nizhniy Novgorod,Nizhny Novgorod,"Russia, Nizhny Novgorod"
366,taoeffect,"Tao Effect, okTurtles",10/12/09 12:32,USR,0,0,-122.2913078,37.8271784,us,California,\N,Bay Area
367,mren2,\N,11/12/15 1:27,USR,0,0,0,0,\N,\N,\N,\N
368,joshkim,\N,3/7/08 15:50,USR,0,0,0,0,\N,\N,\N,\N
369,fozbaca,\N,10/22/08 23:11,USR,0,0,0,0,\N,\N,\N,\N
370,Bigcheese,\N,6/10/10 6:01,USR,0,0,-122.2363548,37.4852152,us,San Mateo County,Redwood City,"Redwood City, CA"
371,jeffmincey,\N,8/3/09 20:36,USR,0,0,0,0,\N,\N,\N,\N
372,mjrusso,Polar Mobile,6/30/09 17:59,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,"Toronto, Ontario"
373,denimboy,Craigslist,5/28/09 18:19,USR,0,0,-122.4196396,37.77711868,us,CA,San Francisco,San Francisco
374,marshallmick007,\N,8/18/09 12:46,USR,0,0,-105.937799,35.6869752,us,Santa Fe County,Santa Fe,"Santa Fe, NM"
375,ametade,\N,12/18/09 17:29,USR,0,0,0,0,\N,\N,\N,\N
376,tianyicui,Jane Street,2/9/09 13:50,USR,0,0,-74.0059728,40.7127753,us,New York,New York,New York City
377,alisey,#NAME?,9/25/10 4:25,USR,0,0,34.7817676,32.0852999,il,Tel Aviv District,Tel Aviv-Yafo,"Tel Aviv, Israel"
378,axiomsofchoice,\N,10/7/09 17:47,USR,0,0,-0.1277583,51.5073509,gb,Greater London,London,London
379,MasterLambaster,\N,10/2/09 16:14,USR,0,0,0,0,\N,\N,\N,\N
380,SnippyHolloW,\N,2/24/09 17:02,ORG,0,0,0,0,\N,\N,\N,\N
382,bencaron,\N,11/24/09 16:32,USR,0,0,-73.567256,45.5016889,ca,Montreal,Montreal,"Montreal, Quebec, Canada"
383,olauzon,\N,8/1/08 14:28,USR,0,0,-74.0059728,40.7127753,us,New York,New York,"New York, NY"
384,shauntrennery,UX Foundry,6/25/09 10:23,USR,0,0,31.0218404,-29.8586804,za,Durban Metro,Durban,"Durban, South Africa"
385,slig,\N,12/2/08 12:06,USR,0,0,0,0,\N,\N,\N,\N
386,tosh,Blossom,6/24/08 7:58,USR,0,0,16.3738189,48.2081743,at,Vienna,Vienna,"Vienna, Europe"
387,cyberlabe,\N,5/23/10 7:28,USR,0,0,0,0,\N,\N,\N,\N
388,kjbekkelund,#NAME?,4/5/08 6:18,USR,0,1,10.75,59.91228867,no,Oslo,Oslo,"Oslo, Norway"
389,cameronpriest,TradeGecko,4/1/09 21:48,USR,0,0,103.819836,1.352083,sg,\N,\N,Singapore
390,francois2metz,#NAME?,5/20/09 8:01,USR,0,0,2.3522219,48.856614,fr,Paris,Paris,"Paris, France"
391,peterc,Cooper Press Ltd.,2/2/08 0:00,USR,0,0,0.121817,52.205337,gb,Cambridgeshire,Cambridge,"Cambridge, UK"
392,superfeedr,\N,5/11/09 19:20,ORG,0,0,0,0,\N,\N,\N,Earth!
393,kenkyhuang,\N,11/4/10 14:45,USR,0,0,0,0,\N,\N,\N,\N
394,pculture,\N,7/12/11 15:44,ORG,0,0,0,0,\N,\N,\N,\N
395,nikcub,\N,10/16/10 9:28,USR,0,0,0,0,\N,\N,\N,PGP Key ID 3D385CC5
396,p4bl0,\N,1/18/09 23:55,USR,0,0,0,0,\N,\N,\N,\N
397,badri,Axelerant,12/21/08 16:15,USR,0,0,80.2707184,13.0826802,in,Chennai,Chennai,Chennai
398,PCF-Testing,\N,5/27/10 6:44,USR,0,0,0,0,\N,\N,\N,\N
399,arthur-debert,http://www.loggi.com,11/17/08 10:25,USR,0,0,-46.6333094,-23.5505199,br,São Paulo,São Paulo,"São Paulo, Brazil"
400,desigooner,\N,6/15/10 9:51,USR,0,0,-71.05673981,42.35866165,us,MA,Boston,"Boston, MA"
401,cz,Hudl,9/24/08 14:46,USR,0,0,-74.0059728,40.7127753,us,New York,New York,New York
402,ehazlett,Docker,4/30/10 14:31,USR,0,0,-86.158068,39.768403,us,Marion County,Indianapolis,"Indianapolis, IN"
404,fernandotakai,http://olark.com,9/8/08 16:01,USR,0,0,-46.6333094,-23.5505199,br,São Paulo,São Paulo,"São Paulo, Brasil"
405,honza,Red Hat,2/18/10 22:00,USR,0,0,-63.5752387,44.6487635,ca,Halifax Regional Municipality,Halifax Regional Municipality,"Halifax, Canada"
406,rogeriomarques,\N,8/6/10 19:37,USR,0,0,0,0,\N,\N,\N,\N
407,jdragojevic,Participatory Culture Foundation,6/7/10 19:11,USR,0,0,0,0,\N,\N,\N,\N
408,tobym,Tapad,2/17/09 21:52,USR,0,0,-74.0059728,40.7127753,us,New York,New York,NYC
409,nicksergeant,HubSpot,10/2/08 19:29,USR,0,0,-77.2816984,42.887535,us,Canandaigua,Canandaigua,"Canandaigua, NY"
410,rchekaluk,\N,4/8/10 16:26,USR,0,0,0,0,\N,\N,\N,\N
411,ryanitus,\N,3/9/12 16:27,USR,0,0,0,0,\N,\N,\N,\N
412,sjl,\N,2/26/09 20:20,USR,0,0,-77.6088465,43.1565779,us,Monroe County,Rochester,"Rochester, NY"
413,dlo,#NAME?,12/5/08 1:46,USR,0,0,-97.7430608,30.267153,us,Travis County,Austin,"Austin, TX"
414,unisubs-transifex,\N,6/15/11 16:51,USR,0,0,0,0,\N,\N,\N,\N
415,ashish0x90,\N,1/31/09 18:08,USR,0,0,78.96288,20.593684,in,\N,\N,india
416,tantalor,http://johntantalo.com,2/28/08 20:12,USR,0,0,-79.9958864,40.4406248,us,Allegheny County,Pittsburgh,"Pittsburgh, PA"
417,unsheeple,\N,1/17/09 3:38,USR,0,0,0,0,\N,\N,\N,\N
418,ask,#NAME?,2/28/08 11:11,USR,0,0,-122.1430195,37.4418834,us,Santa Clara County,Palo Alto,"Palo Alto, CA"
419,adulau,#NAME?,3/17/08 20:06,USR,0,0,15.2551187,54.5259614,\N,\N,\N,Europe
420,scottarnold,\N,12/8/09 1:06,USR,0,0,0,0,\N,\N,\N,\N
421,icco,#NAME?,8/10/08 18:56,USR,0,0,-73.9441579,40.6781784,us,Kings County,\N,"Brooklyn, NY"
422,bdotdub,http://timehop.com/,4/7/08 21:52,USR,0,0,-74.0059728,40.7127753,us,New York,New York,"New York, NY"
423,cpsaltis,mist.io,3/2/11 12:15,USR,0,0,23.7275388,37.9838096,gr,Central Athens,Athens,"Athens, Greece"
424,xmcgyver,\N,6/2/10 23:21,USR,0,0,0,0,\N,\N,\N,\N
425,anirudhjoshi,\N,11/14/09 11:29,USR,0,0,0,0,\N,\N,\N,\N
426,iostream,\N,4/22/11 14:27,USR,0,0,13.74081039,51.05363083,de,SN,Dresden,"Germany, Dresden"
427,up4,#NAME?,5/15/10 21:31,USR,0,0,0,0,\N,\N,\N,"Drummondville, Canada"
428,TYURJMAI,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
429,Nashev,\N,1/26/10 13:27,USR,0,0,0,0,\N,\N,\N,\N
430,MIGUELONCH,\N,10/6/11 22:11,USR,1,0,\N,\N,\N,\N,\N,\N
431,babo,\N,2/28/08 9:48,USR,0,0,10.7522454,59.9138688,no,Oslo,Oslo,Oslo
432,seecinq,\N,9/27/10 20:52,USR,0,0,0,0,\N,\N,\N,\N
433,inffcs00,,3/3/08 8:59,USR,0,1,\N,\N,\N,\N,\N,A Coruña
434,ajmi,\N,2/18/11 20:33,USR,0,0,0,0,\N,\N,\N,\N
435,tsnow,Palantir,1/23/09 23:19,USR,0,0,-77.0368707,38.9071923,us,District of Columbia,Washington,"Washington, DC"
436,taichi,\N,3/23/09 13:57,USR,0,0,139.6917064,35.6894875,jp,Tokyo,Tokyo,Tokyo
437,imrehg,Taipei Hackerspace,12/7/08 12:15,USR,0,0,-0.1277583,51.5073509,gb,Greater London,London,"London, UK"
438,jeremymason,\N,11/6/10 13:58,USR,0,0,0,0,\N,\N,\N,\N
439,okuryu,#NAME?,11/15/08 7:10,USR,0,0,139.6917064,35.6894875,jp,Tokyo,Tokyo,Tokyo
440,ducu,Svven,7/12/09 7:45,USR,0,0,0,0,\N,\N,\N,\N
441,chirayu,Flipkart,5/22/08 21:49,USR,0,0,77.58728027,12.96697044,in,Karnataka,Bengaluru,Bangalore
442,juniorbl,\N,11/30/08 14:13,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,"Toronto, Canada"
443,sepehrm,Ontario Institute for Cancer Reserch,4/24/09 22:17,USR,0,0,-80.60643768,40.46094894,us,OH,Toronto,Toronto
444,tsubame959,\N,12/5/10 14:39,USR,0,0,0,0,\N,\N,\N,\N
445,mrleinad,The Fusion Group,8/15/10 17:13,USR,0,1,\N,\N,\N,\N,\N,Tandil
446,Fodi69,\N,12/8/10 13:01,USR,0,0,0,0,\N,\N,\N,\N
447,mitnworb,\N,11/10/09 22:39,USR,0,0,0,0,\N,\N,\N,\N
448,bibinou,,4/6/09 14:20,USR,0,1,\N,\N,\N,\N,\N," Lyon, France"
449,christopherhan,\N,11/5/10 17:37,USR,0,0,0,0,\N,\N,\N,\N
450,dvliman,#NAME?,12/3/09 8:21,USR,0,0,-118.4911912,34.0194543,us,Los Angeles County,Santa Monica,"Santa Monica, CA"
451,adncentral,\N,2/18/10 8:20,USR,0,0,0,0,\N,\N,\N,\N
452,adragomir,\N,3/17/08 22:16,USR,0,0,26.1025384,44.4267674,ro,Bucharest,Bucharest,Bucharest
453,dwiRianto,\N,6/25/11 20:55,USR,0,0,0,0,\N,\N,\N,\N
454,pombredanne,\N,3/17/11 20:45,USR,0,0,0,0,\N,\N,\N,\N
455,mintchaos,#NAME?,2/28/08 5:24,USR,0,0,-122.3320708,47.6062095,us,King County,Seattle,"Seattle, WA"
456,rooty,Keepsolid,1/13/10 9:20,USR,0,0,0,0,\N,\N,\N,"Ukraine, Odessa"
457,mcroydon,\N,2/28/08 2:05,USR,0,0,-97.7430608,30.267153,us,Travis County,Austin,"Austin, Texas"
458,SahabMedia,\N,2/22/11 16:13,USR,0,0,0,0,\N,\N,\N,\N
459,jbr,Consultant,6/11/08 2:58,USR,0,0,-122.5950942,45.5897694,us,Multnomah County,Portland,pdx
460,bloodpet,Emanuel Calso,5/21/09 22:48,USR,0,0,121.774017,12.879721,ph,\N,\N,Philippines
461,mrjjwright,\N,4/2/08 18:35,USR,0,0,-105.2705456,40.0149856,us,Boulder County,Boulder,"Boulder, CO"
462,rtnpro,Zapier,3/27/10 17:02,USR,0,0,77.5945627,12.9715987,in,Bangalore Urban,Bengaluru,"Bangalore, Karnataka, India"
463,apalancat,\N,6/20/08 8:46,USR,0,1,2.1771353,41.3825596,es,CAT,Barcelona,Barcelona
464,yeradis,\N,3/13/11 12:14,USR,0,0,2.1734035,41.3850639,es,Barcelona,Barcelona,"Barcelona,Spain"
465,andrew,#NAME?,2/27/08 10:39,USR,0,0,-2.9262307,51.105097,gb,Somerset,\N,"Somerset, UK"
466,diego-machado,\N,9/1/11 23:31,USR,0,0,0,0,\N,\N,\N,\N
467,henriquelbsouza,ThoughtWorks Inc.,9/22/11 10:02,USR,0,0,0,0,\N,\N,\N,"Porto Alegre - RS, Brasil"
468,forteller,\N,7/25/10 13:15,USR,0,0,0,0,\N,\N,\N,\N
469,nims11,\N,12/22/11 16:22,USR,0,0,4.3991,50.71469,be,Walloon Brabant,Waterloo,Waterloo
470,jrivero,XKQ,9/1/08 14:05,USR,0,0,-95.9236871,36.0880339,us,Tulsa County,Tulsa,Barcelona
471,GFQKEWAI,\N,8/3/12 16:09,USR,1,0,\N,\N,\N,\N,\N,\N
472,alfredo,Made with bytes,10/15/09 12:46,USR,0,0,0,0,\N,\N,\N,\N
473,L42y,\N,5/23/10 14:52,USR,0,0,0,0,\N,\N,\N,\N
474,jfilipe,"theScore, Wave",1/20/10 0:24,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,"Toronto, Canada"
475,sidisinsane,\N,8/8/08 4:33,USR,0,0,0,0,\N,\N,\N,\N
476,lukeorland,\N,5/27/08 6:22,USR,0,0,-74.0059728,40.7127753,us,New York,New York,"New York, NY"
477,smagch,\N,7/6/11 14:47,USR,0,0,0,0,\N,\N,\N,"Asahikawa, Hokkaido, Japan"
478,leeh,\N,4/23/08 15:23,USR,0,0,0,0,\N,\N,\N,"Toronto, ON"
479,ericpugh,#NAME?,11/6/11 23:58,USR,0,0,-77.0368707,38.9071923,us,District of Columbia,Washington,"Washington, DC"
480,michaelx,mymorningroutine.com,2/6/10 14:05,USR,0,0,13.404954,52.5200066,de,Berlin,Berlin,"Berlin, Germany"
481,ericras,#NAME?,10/20/10 1:21,USR,0,0,-96.7025955,40.813616,us,Lancaster County,Lincoln,"Lincoln, NE"
482,fosstrack,\N,12/19/11 11:49,USR,0,0,0,0,\N,\N,\N,\N
483,takaken,\N,7/5/10 16:56,USR,0,0,0,0,\N,\N,\N,\N
484,ryanwi,\N,1/27/09 0:24,USR,0,0,-122.6587185,45.5122308,us,Multnomah County,Portland,"Portland, OR"
485,epitron,\N,7/8/08 14:07,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,Toronto
486,robdiciuccio,\N,6/4/10 3:14,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,San Francisco
487,adrienne,\N,5/28/09 19:54,USR,0,0,0,0,\N,\N,\N,\N
488,HOAJOTGO,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
489,bjelline,FH Salzburg - University of Applied Science,11/26/08 12:53,USR,0,0,14.550072,47.516231,at,\N,\N,Austria
490,romen,TUT,7/20/10 7:50,USR,0,0,23.7609535,61.4977524,fi,\N,Tampere,Tampere
491,MechanisM,MechanisM,9/1/09 5:12,USR,0,0,-95.266826,36.249758,us,Oklahoma,Pryor,Worldwide
492,macdiva,\N,1/31/09 18:49,USR,0,0,0,0,\N,\N,\N,\N
493,etherzhhb,Advanced Digital Science Center ,5/15/10 12:26,USR,0,0,103.8205338,1.32199585,sg,\N,\N,Singapore
494,bbirec,BGPworks,6/22/11 0:36,USR,0,0,127.766922,35.907757,kr,\N,\N,South Korea
495,JWegener,\N,6/12/10 13:32,USR,0,0,0,0,\N,\N,\N,\N
496,nadafigment,\N,1/10/12 22:59,USR,0,0,0,0,\N,\N,\N,\N
497,smulloni,Google,12/11/08 3:38,USR,0,0,-98.95733643,39.44325638,us,\N,\N,United States
498,jengdal,\N,7/1/08 14:02,USR,0,0,25.7481511,61.92411,fi,\N,\N,Finland
499,liuyf,\N,7/25/09 16:35,USR,0,0,0,0,\N,\N,\N,\N
500,tokuda109,Sensy Inc,7/26/09 5:07,USR,0,0,139.6917064,35.6894875,jp,Tokyo,Tokyo,Tokyo
501,bradjmiller,\N,9/26/08 15:38,ORG,0,0,0,0,\N,\N,\N,\N
502,m0hit,\N,4/14/10 18:56,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,San Francisco 
503,discont,\N,2/2/11 18:43,USR,0,0,0,0,\N,\N,\N,\N
504,libraM,\N,10/16/10 14:43,USR,0,0,0,0,\N,\N,\N,\N
505,michelled,Inclusive Design Research Centre,1/13/11 14:13,USR,0,0,0,0,\N,\N,\N,\N
506,doc,"Audatex Canada, LLC",12/13/08 1:25,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,"Toronto, Ontario, Canada"
507,regexident,\N,10/10/09 17:52,USR,0,0,13.404954,52.5200066,de,Berlin,Berlin,"Berlin, Germany"
508,markkaplan,\N,1/15/09 15:52,USR,0,0,0,0,\N,\N,\N,\N
509,mjmurphy,#NAME?,7/26/10 23:39,USR,0,0,7.58561993,47.57080078,ch,BS,Basel,"Basel, Switzerland"
510,trbngr,\N,8/15/10 2:01,USR,0,0,-112.0740373,33.4483771,us,Maricopa County,Phoenix,"Phoenix, AZ, USA"
511,vgrichina,Componentix,9/14/09 9:24,USR,0,0,28.4682169,49.233083,ua,Vinnyts'ka city council,Vinnytsia,Vinnitsa
512,ankit,\N,3/10/09 3:41,USR,0,0,-122.0838511,37.3860517,us,Santa Clara County,Mountain View,"Mountain View, CA"
513,Detrus,\N,12/11/09 2:39,USR,0,0,0,0,\N,\N,\N,\N
514,brunosan,#NAME?,10/10/10 1:54,USR,0,0,-77.0368707,38.9071923,us,District of Columbia,Washington,Washington DC
515,daviddahl,\N,9/9/08 19:57,USR,0,0,0,0,\N,\N,\N,The Southeastern Quadrant
516,elifarley,\N,12/12/10 12:52,USR,0,0,-51.92528,-14.235004,br,\N,\N,Brazil
517,kovshenin,Automattic,7/24/09 12:53,USR,0,0,37.6172999,55.755826,ru,Moscow,Moscow,"Moscow, Russia"
518,korch,\N,12/10/08 5:09,USR,0,0,0,0,\N,\N,\N,\N
519,rochoa,CARTO,1/9/09 14:10,USR,0,0,-3.7037902,40.4167754,es,Madrid,Madrid,"Madrid, Spain"
520,Alerion,\N,8/27/09 13:28,USR,0,0,24.029717,49.839683,ua,L'vivs'ka city council,Lviv,"Ukraine, Lviv"
521,wescott,Lupuliquendi,7/22/11 1:50,USR,0,0,-119.4179324,36.778261,us,California,\N,California
522,widyakumara,\N,2/2/11 8:07,USR,0,0,0,0,\N,\N,\N,\N
523,jbau,\N,4/10/11 21:45,USR,0,0,0,0,\N,\N,\N,\N
524,knv,\N,5/3/09 1:07,USR,0,0,0,0,\N,\N,\N,\N
525,hardykevin,\N,6/17/11 10:42,USR,0,0,0,0,\N,\N,\N,"Kunming,Yunnan,China"
526,pankajmore,\N,9/11/10 7:21,USR,0,0,0,0,\N,\N,\N,\N
527,remram44,New York University,10/4/10 15:04,USR,0,0,-74.0059728,40.7127753,us,New York,New York,"New York, NY, USA"
528,mdolon,http://mdolon.com/,6/4/10 13:22,USR,0,0,0,0,\N,\N,\N,"NYC, NC, Cali"
529,unhammer,\N,2/22/09 17:07,USR,0,0,5.7331074,58.9699756,no,Rogaland,Stavanger,"Stavanger, Norway"
530,iamkittu,\N,10/24/11 16:40,USR,0,1,0,0,\N,\N,\N,94103
531,nelas,\N,8/11/10 14:47,USR,0,0,13.7372621,51.0504088,de,Dresden Government Region,Dresden,"Dresden, Germany"
532,jesusmercado,\N,4/21/10 13:33,USR,0,1,-53.2,-10.3333333,br,\N,\N,Brazil
533,velenux,Stardata S.r.l.,2/2/10 11:29,USR,0,0,0,0,\N,\N,\N,\N
534,mahmoud,#NAME?,4/12/08 0:33,USR,0,0,-121.8863286,37.3382082,us,Santa Clara County,San Jose,"San Jose, CA"
535,cnauroth,The Walt Disney Company,3/21/10 17:06,USR,0,0,-122.3294525,47.60356903,us,WA,Seattle,"Seattle, WA"
536,NikoKJ,\N,11/12/12 18:12,USR,0,0,0,0,\N,\N,\N,\N
537,victorlin,\N,2/11/10 5:58,USR,0,0,-82.3248262,29.6516344,us,Alachua County,Gainesville,"Gainesville, Florida"
538,jyotirmaya,\N,9/15/10 17:03,USR,0,0,0,0,\N,\N,\N,\N
539,tmattia,#NAME?,2/11/10 16:10,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,San Francisco
540,hmert,#NAME?,1/15/10 10:58,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,San Francisco
541,zhangcheng,\N,1/25/10 8:50,USR,0,0,114.057865,22.543096,cn,Guangdong,Shenzhen,"Shenzhen, China"
542,iki,\N,11/6/09 12:12,USR,0,0,14.4378005,50.0755381,cz,Hlavní město Praha,Prague,"Prague, Czech Republic"
543,nestorrojas,OPENCADEMY,4/26/09 14:46,USR,0,0,26.1025384,44.4267674,ro,Bucharest,Bucharest,"Bucharest, Romania"
544,davedenis,Verve Media,12/6/10 0:14,USR,0,0,-78.78115845,35.78974915,us,NC,Cary,"Cary, NC"
545,fawek,\N,2/23/11 22:03,USR,0,0,0,0,\N,\N,\N,\N
546,BIMVCIKK,\N,8/3/12 16:09,USR,1,0,\N,\N,\N,\N,\N,\N
547,nivertech,\N,4/27/09 18:24,USR,0,0,0,0,\N,\N,\N,\N
548,ajamaica,\N,6/28/10 15:53,USR,0,0,0,0,\N,\N,\N,\N
549,pawal,\N,5/24/10 16:17,USR,0,0,18.0685808,59.3293235,se,Stockholm County,Stockholm,"Stockholm, Sweden"
550,surat,\N,2/14/11 7:36,USR,0,0,0,0,\N,\N,\N,\N
551,cstanhope,\N,2/13/10 20:14,USR,0,0,0,0,\N,\N,\N,\N
552,mbarger,\N,4/24/12 12:27,USR,0,0,0,0,\N,\N,\N,\N
553,olragon,\N,1/19/09 9:34,USR,0,0,106.6296638,10.8230989,vn,Ho Chi Minh City,Ho Chi Minh City,"Ho Chi Minh City, Viet Nam"
554,mhaidarh,#NAME?,4/2/10 7:27,USR,0,0,0,0,\N,\N,\N,"Earth, The Solar System"
555,RStankov,\N,5/10/08 6:31,USR,0,0,23.3218675,42.6977082,bg,Sofia City Province,Sofia,"Sofia, Bulgaria"
556,omni5cience,Lightmatter,2/20/10 3:50,USR,0,0,-74.0059728,40.7127753,us,New York,New York,NYC
557,emrahsari,Royal Bits,6/2/10 12:56,USR,0,0,0,0,\N,\N,\N,Turkey
558,Vovochka777,ONMedU,5/4/12 16:07,USR,0,0,0,0,\N,\N,\N,Ukraine
559,adamgibbins,\N,1/15/09 14:56,USR,0,0,-0.1277583,51.5073509,gb,Greater London,London,"London, England"
560,natea,Appsembler,8/24/09 16:25,USR,0,0,-122.272747,37.8715926,us,Alameda County,Berkeley,"Berkeley, CA"
561,isaacgrant,silverorange,1/27/09 18:18,USR,0,0,-63.1310704,46.23824,ca,Lot 34,Charlottetown,"Charlottetown, PE, Canada"
562,stephenjudge,\N,9/14/09 0:05,USR,0,0,0,0,\N,\N,\N,"Dún Laoghaire, Dublin, Ireland"
563,heyitsnoah,Percolate,10/24/09 18:55,USR,0,0,-73.83170319,40.7820015,us,NY,New York,NYC
564,rkabir,ProBueno,8/28/08 15:26,USR,0,0,0,0,\N,\N,\N,"Cambridge, MA"
565,Mathew,\N,10/6/09 17:30,USR,0,0,0,0,\N,\N,\N,"UK, Edinburgh"
566,arthurlutz,Personnal account,7/24/09 17:58,USR,0,0,2.213749,46.227638,fr,\N,\N,France
567,jamesthornton,See link below for my primary GitHub account (espeed),8/26/09 14:38,USR,0,0,-96.79540253,32.77814865,us,TX,Dallas,"Dallas, TX"
568,ecaldwell,Radiant Solutions,4/9/10 16:56,USR,0,0,-77.0368707,38.9071923,us,District of Columbia,Washington,"Washington, DC"
569,cybertoast,\N,7/10/08 16:55,USR,0,0,0,0,\N,\N,\N,\N
570,azizpalmer,\N,11/9/09 6:37,USR,0,0,0,0,\N,\N,\N,\N
571,mindblink,\N,3/2/09 4:50,USR,0,0,0,0,\N,\N,\N,\N
572,joshdoe,\N,7/14/10 13:10,USR,0,0,0,0,\N,\N,\N,\N
573,patricksan,#NAME?,5/6/09 10:09,USR,0,0,4.469936,50.503887,be,\N,\N,Belgium
574,nemgue,\N,1/24/11 4:24,USR,0,0,0,0,\N,\N,\N,\N
575,marg51,\N,1/1/11 17:32,USR,0,0,-0.1277583,51.5073509,gb,Greater London,London,London
576,amirshim,\N,4/6/10 4:32,USR,0,0,-74.0059728,40.7127753,us,New York,New York,NYC
577,mvmocanu,\N,3/8/09 17:21,USR,0,0,23.6236353,46.7712101,ro,Cluj - Napoca,Cluj-Napoca,Cluj-Napoca
578,Avant-Contra,\N,3/9/11 13:36,USR,0,1,\N,\N,\N,\N,\N,\N
579,prakaashkpk,\N,5/17/11 15:38,USR,0,0,77.5945627,12.9715987,in,Bangalore Urban,Bengaluru,"Bangalore, India"
580,hungtruong,#NAME?,10/18/10 22:54,USR,0,0,-122.3320708,47.6062095,us,King County,Seattle,"Seattle, WA"
581,nathangibbs,"KACU, Abilene Christian University",7/19/11 20:45,USR,0,0,0,0,\N,\N,\N,"Abilene, TX"
582,m3matta,PagerDuty,4/9/11 18:27,USR,0,0,-80.60643768,40.46094894,us,OH,Toronto,Toronto
583,skfd,\N,11/29/09 23:09,USR,0,0,30.5234,50.4501,ua,Kyiv City,Kyiv,"Ukraine, Kiev"
584,taoh,\N,3/2/11 18:00,USR,0,0,0,0,\N,\N,\N,\N
585,PixelPartner,\N,4/14/09 5:06,USR,0,0,0,0,\N,\N,\N,Berlin / Germany
586,dylanfareed,#NAME?,2/5/10 2:41,USR,0,0,-73.9441579,40.6781784,us,Kings County,\N,"Brooklyn, NY"
587,blinks,"Google, Inc.",6/30/08 13:51,USR,0,0,-122.1634581,47.7542651,us,King County,Woodinville,"Woodinville, WA"
588,donfrancisco,\N,6/15/10 21:29,USR,0,0,-118.4922867,34.01155853,us,CA,Santa Monica,"Santa Monica, CA"
589,mitharris,\N,1/12/12 20:22,USR,0,0,-77.03195953,38.89036942,us,DC,Washington,"Washington, DC"
590,blowfish,\N,11/18/09 13:14,USR,0,0,0,0,\N,\N,\N,\N
591,Cyranix,\N,12/2/09 20:08,USR,0,0,0,0,\N,\N,\N,\N
592,pierre-roux,\N,10/13/10 18:33,USR,0,1,\N,\N,\N,\N,\N,\N
593,UOCCTJFL,\N,8/3/12 16:09,USR,1,0,\N,\N,\N,\N,\N,\N
594,FinalBoy,\N,4/26/10 0:27,USR,0,0,0,0,\N,\N,\N,\N
595,acli,OCAD University,3/8/12 16:37,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,"Toronto, Ontario, Canada"
596,reeyuk,Last Stage Of Delirium,1/22/09 11:16,USR,0,0,2.34120011,48.85692978,fr,IdF,Paris,Paris
597,dzeez,\N,11/8/10 7:40,USR,0,0,-73.83170319,40.7820015,us,NY,New York,NYC
598,lsemel,Sawhorse Media,12/6/09 19:29,USR,0,0,-74.0059728,40.7127753,us,New York,New York,"New York, NY"
599,mrpeterpeter,PDH,3/17/08 15:48,USR,0,0,-1.55077004,53.77479935,gb,England,Leeds,"Leeds, United Kingdom"
600,asnark,\N,1/25/10 17:18,USR,0,0,0,0,\N,\N,\N,Texas
601,budparr,#NAME?,8/14/09 12:43,USR,0,0,-74.0059728,40.7127753,us,New York,New York,New York City
